CensusTract,State,County,Urban,Pop2010,OHU2010,LILATracts_1And10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LA1and20,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP05_10,LALOWI1_10,LALOWI05_10,lapop1,lapop1share,lapop10,lapop10share,lalowi10,lalowi10share,lapop20,lapop20share,lalowi20,lalowi20share,TractLOWI,TractHUNV
25025040801,Massachusetts,Suffolk County,1,3900,1876,0,0,1,1,36.2,62344,0,0,0,0,0,1,1731,NULL,1043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,699
25025050101,Massachusetts,Suffolk County,1,5115,1713,0,0,0,1,27.2,40739,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3062,656
25025050200,Massachusetts,Suffolk County,1,5231,1695,0,0,1,1,13.9,52125,0,0,0,0,0,1,1042,NULL,560,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2803,824
25025050300,Massachusetts,Suffolk County,1,2251,973,0,0,1,1,40.6,28059,0,0,0,0,0,1,1748,NULL,1285,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1722,616
25025050400,Massachusetts,Suffolk County,1,2372,967,0,0,1,1,8.3,57813,0,0,0,0,0,1,2372,NULL,935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,972,510
25025050500,Massachusetts,Suffolk County,1,1857,659,0,0,1,1,14,59107,0,0,0,0,0,1,1831,NULL,782,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1004,253
25025050600,Massachusetts,Suffolk County,1,2063,746,0,0,0,1,9.5,81641,0,0,0,0,0,0,560,NULL,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,861,422
25025050700,Massachusetts,Suffolk County,1,4504,1455,0,0,1,1,24.6,43179,0,0,0,0,0,1,1675,NULL,796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2713,772
25025050901,Massachusetts,Suffolk County,1,4165,1324,0,0,1,1,17.7,54643,0,0,0,0,0,1,2525,NULL,957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024,474
25025051000,Massachusetts,Suffolk County,1,4089,1670,1,1,1,1,16.8,83415,1,1,1,0,0,1,4089,358,1292,1353,33.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1543,455
25025051101,Massachusetts,Suffolk County,1,6093,2190,0,0,1,1,20.5,48889,0,0,0,0,0,1,5859,7,2557,22,0.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3135,518
25025051200,Massachusetts,Suffolk County,1,2379,1023,0,0,1,1,13.1,79971,0,0,0,0,0,1,2379,68,686,184,7.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,821,372
25025060101,Massachusetts,Suffolk County,1,3216,1575,0,0,0,0,3.5,131985,0,0,0,0,0,1,2157,NULL,137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234,164
25025060200,Massachusetts,Suffolk County,1,1916,927,0,0,0,0,2.7,150714,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255,193
25025060301,Massachusetts,Suffolk County,1,3076,1540,0,0,0,0,9,127273,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,555,401
25025060400,Massachusetts,Suffolk County,1,4904,2378,0,0,0,0,11.2,150500,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,850,440
25025060501,Massachusetts,Suffolk County,1,3571,1831,0,0,0,0,3.3,183214,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,286,394
25025060600,Massachusetts,Suffolk County,1,2357,1370,0,0,0,0,5.9,183875,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,364,554
25025060700,Massachusetts,Suffolk County,1,1893,617,0,0,0,1,48.3,20756,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,486
25025060800,Massachusetts,Suffolk County,1,3964,2002,0,0,0,0,7.5,122560,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,663,529
25025061000,Massachusetts,Suffolk County,1,3098,1239,0,0,0,1,31.8,33042,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1784,664
25025061101,Massachusetts,Suffolk County,1,2232,982,0,0,0,1,56.7,17313,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1946,684
25025061200,Massachusetts,Suffolk County,1,3240,1753,0,0,0,0,6.8,157695,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,596,580
25025070101,Massachusetts,Suffolk County,1,5902,2875,0,0,0,1,21.4,127037,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2175,2040
25025070200,Massachusetts,Suffolk County,1,5218,1533,0,0,0,1,28.5,35379,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2449,1098
25025070300,Massachusetts,Suffolk County,1,3909,2448,0,0,0,0,7.9,206042,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,594,876
25025070402,Massachusetts,Suffolk County,1,1723,666,0,0,0,1,32.7,32625,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1386,535
25025070500,Massachusetts,Suffolk County,1,5460,2903,0,0,0,0,19.8,153333,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2043,1281
25025070600,Massachusetts,Suffolk County,1,2240,1210,0,0,0,0,6,243917,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,206,303
25025070700,Massachusetts,Suffolk County,1,2361,1238,0,0,0,0,11.8,164722,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,599,447
25025070800,Massachusetts,Suffolk County,1,3706,2044,0,0,0,0,19.1,200313,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,986,956
25025070900,Massachusetts,Suffolk County,1,3329,1728,0,0,0,0,15.8,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1394,693
25025071101,Massachusetts,Suffolk County,1,3753,2088,0,0,0,1,27.4,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1755,973
25025071201,Massachusetts,Suffolk County,1,3131,1304,0,0,0,1,32.6,54775,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2196,569
25025080100,Massachusetts,Suffolk County,1,3350,681,0,0,0,1,23.5,38854,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1028,368
25025080300,Massachusetts,Suffolk County,1,1769,693,0,0,0,1,25.8,41807,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1015,331
25025080401,Massachusetts,Suffolk County,1,2710,1225,0,0,0,1,41.6,42695,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1779,675
25025080500,Massachusetts,Suffolk County,1,3096,1269,0,0,0,1,44,31277,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2101,769
25025080601,Massachusetts,Suffolk County,1,4271,882,0,0,0,1,41.1,25608,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1300,586
25025080801,Massachusetts,Suffolk County,1,3885,927,0,0,0,1,40,32964,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1900,690
25025080900,Massachusetts,Suffolk County,1,4008,1686,0,0,0,1,38.5,107560,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1827,722
25025081001,Massachusetts,Suffolk County,1,4890,2234,0,0,0,1,43.2,26429,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3314,1354
25025081100,Massachusetts,Suffolk County,1,4091,1682,0,0,0,1,32.5,62750,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1832,926
25025081200,Massachusetts,Suffolk County,1,3265,1125,0,0,0,1,36.8,29274,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2274,718
25025081300,Massachusetts,Suffolk County,1,4760,2001,0,0,1,1,47.7,27939,0,0,0,0,0,1,2819,NULL,1915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3633,1147
25025081400,Massachusetts,Suffolk County,1,3003,1300,0,0,0,1,21,63611,0,0,0,0,0,0,433,NULL,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1251,533
25025081500,Massachusetts,Suffolk County,1,2134,839,0,0,1,1,41.1,35107,0,0,0,0,0,1,1891,NULL,1190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1627,350
25025081700,Massachusetts,Suffolk County,1,3820,1473,0,0,0,1,30.6,41053,0,0,0,0,0,0,89,NULL,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2375,661
25025081800,Massachusetts,Suffolk County,1,2898,1139,0,0,0,1,33.9,35446,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2288,552
25025081900,Massachusetts,Suffolk County,1,3115,1256,0,0,0,1,47.1,29631,0,0,0,0,0,0,168,NULL,136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2428,602
25025082000,Massachusetts,Suffolk County,1,2815,1158,0,0,0,1,30.3,54932,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1464,310
25025082100,Massachusetts,Suffolk County,1,5025,2035,0,0,0,1,36,21654,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3448,1242
25025090100,Massachusetts,Suffolk County,1,4571,1681,0,0,0,1,34.6,33670,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2861,832
25025090200,Massachusetts,Suffolk County,1,2233,772,0,0,0,1,34.2,38400,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1595,319
25025090300,Massachusetts,Suffolk County,1,3179,1123,0,0,0,1,43,30874,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2318,517
25025090400,Massachusetts,Suffolk County,1,3659,1148,0,0,0,1,28.5,41995,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1979,485
25025090600,Massachusetts,Suffolk County,1,2348,720,0,0,0,1,18.6,48525,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1289,268
25025090700,Massachusetts,Suffolk County,1,4275,1832,0,0,0,1,18.3,75319,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1201,602
25025090901,Massachusetts,Suffolk County,1,3730,1540,0,0,1,1,49.1,32125,0,0,0,0,0,1,1334,NULL,898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2493,456
25025091001,Massachusetts,Suffolk County,1,2742,1236,0,0,0,0,6.5,105521,0,0,0,0,0,0,679,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,523,209
25025091100,Massachusetts,Suffolk County,1,4861,1792,0,0,0,1,13,77578,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1075,465
25025091200,Massachusetts,Suffolk County,1,3234,1160,0,0,0,0,19.3,104514,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,969,265
25025091300,Massachusetts,Suffolk County,1,2499,790,0,0,0,1,24.1,42333,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1521,330
25025091400,Massachusetts,Suffolk County,1,2741,879,0,0,0,1,22.8,56522,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1434,327
25025091500,Massachusetts,Suffolk County,1,4370,1470,0,0,0,1,20.1,61313,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2037,567
25025091600,Massachusetts,Suffolk County,1,3138,1043,0,0,0,1,25.2,46809,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1644,367
25025091700,Massachusetts,Suffolk County,1,3069,917,0,0,0,1,21.8,48583,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1338,325
25025091800,Massachusetts,Suffolk County,1,3452,1042,0,0,0,1,28.5,41563,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1650,281
25025091900,Massachusetts,Suffolk County,1,3860,1244,0,0,0,1,20.4,57639,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1843,484
25025092000,Massachusetts,Suffolk County,1,4945,1532,0,0,0,1,20.4,66131,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2291,545
25025092101,Massachusetts,Suffolk County,1,6451,2252,0,0,0,1,19.2,56447,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2636,488
25025092200,Massachusetts,Suffolk County,1,3349,1134,0,0,0,0,8.4,88693,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,752,393
25025092300,Massachusetts,Suffolk County,1,2893,956,0,0,0,1,18.9,68681,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1188,249
25025092400,Massachusetts,Suffolk County,1,5277,1873,0,0,0,1,39.8,33511,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4347,757
25025100100,Massachusetts,Suffolk County,1,5510,1895,0,0,1,1,27.6,37692,0,0,0,0,0,1,1664,NULL,851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3510,954
25025100200,Massachusetts,Suffolk County,1,2787,905,0,0,1,1,24.8,42019,0,0,0,0,0,1,2657,NULL,1349,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1639,294
25025100300,Massachusetts,Suffolk County,1,3303,1121,0,0,1,1,25,58681,0,0,0,0,0,1,2381,NULL,998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1579,424
25025100400,Massachusetts,Suffolk County,1,4865,1695,0,0,0,1,20.1,78607,0,0,0,0,0,0,368,NULL,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1999,524
25025100500,Massachusetts,Suffolk County,1,5989,2174,0,0,0,1,30,59519,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3127,739
25025100601,Massachusetts,Suffolk County,1,5154,2028,0,0,0,1,13.9,56080,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2154,624
25025100603,Massachusetts,Suffolk County,1,1904,754,0,0,0,0,5.1,92396,0,0,0,0,0,0,65,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,291,55
25025100700,Massachusetts,Suffolk County,1,4322,1873,0,0,0,0,7,128464,0,0,0,0,0,1,3020,NULL,429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,709,336
25025100800,Massachusetts,Suffolk County,1,5546,2524,0,0,0,0,9.9,99329,0,0,0,0,0,1,1819,NULL,413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1394,516
25025100900,Massachusetts,Suffolk County,1,4072,1610,0,0,0,1,10.9,84618,0,0,0,0,0,0,843,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1054,278
25025101001,Massachusetts,Suffolk County,1,5480,2127,0,0,0,1,25.5,67904,0,0,0,0,0,0,1359,NULL,376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2156,657
25025101002,Massachusetts,Suffolk County,1,4979,1968,0,0,1,1,19.2,54325,0,0,0,0,0,1,3270,NULL,1484,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2608,583
25025101101,Massachusetts,Suffolk County,1,3155,1048,0,0,1,1,16.7,59426,0,0,0,0,0,1,3095,NULL,1257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1558,240
25025101102,Massachusetts,Suffolk County,1,4396,1511,0,0,1,1,26.5,50795,0,0,0,0,0,1,4070,NULL,1880,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2283,589
25025110103,Massachusetts,Suffolk County,1,5460,2186,0,0,0,0,15.3,94955,0,0,0,0,0,0,1228,NULL,262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2567,479
25025110201,Massachusetts,Suffolk County,1,2051,815,0,0,0,1,14.5,63893,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,855,204
25025110301,Massachusetts,Suffolk County,1,2405,898,0,0,0,1,9.7,77045,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,488,73
25025110401,Massachusetts,Suffolk County,1,3566,1285,0,0,0,1,16.8,66125,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,226
25025110403,Massachusetts,Suffolk County,1,4309,1675,0,0,0,0,12.2,128430,0,0,0,0,0,0,1213,NULL,137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,872,216
25025110501,Massachusetts,Suffolk County,1,3253,1300,0,0,0,0,10.9,107155,0,0,0,0,0,0,737,NULL,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,719,165
25025110502,Massachusetts,Suffolk County,1,3806,1580,0,0,0,0,5.4,99814,0,0,0,0,0,0,258,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1154,304
25025110601,Massachusetts,Suffolk County,1,2969,1235,0,0,0,0,5,152917,0,0,0,0,0,1,1493,NULL,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,268,132
25025110607,Massachusetts,Suffolk County,1,5077,2089,0,0,0,0,4.9,127782,0,0,0,0,0,0,430,NULL,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,513,204
25025120103,Massachusetts,Suffolk County,1,1508,660,0,0,0,0,3.6,185682,0,0,0,0,0,0,388,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,61
25025120104,Massachusetts,Suffolk County,1,2095,1000,0,0,0,0,11.9,99806,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,547,236
25025120105,Massachusetts,Suffolk County,1,2444,898,0,0,0,0,6.5,182396,0,0,0,0,0,0,2274,25,254,161,6.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,238,59
25025120201,Massachusetts,Suffolk County,1,3439,1659,0,0,0,0,14,107969,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1198,428
25025120301,Massachusetts,Suffolk County,1,4795,1784,0,0,0,0,13.9,95759,0,0,0,0,0,0,184,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510,522
25025120400,Massachusetts,Suffolk County,1,5751,2710,0,0,0,0,11,146250,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1218,762
25025120500,Massachusetts,Suffolk County,1,2331,852,0,0,0,1,19.9,82933,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,987,317
25025120600,Massachusetts,Suffolk County,1,2335,1054,0,0,0,0,7.2,122313,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,360,160
25025120700,Massachusetts,Suffolk County,1,2014,983,0,0,0,0,14.9,132798,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,470,187
25025130100,Massachusetts,Suffolk County,1,5906,2668,0,0,0,0,2.6,116587,1,1,1,0,0,1,4390,203,589,916,15.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,901,189
25025130200,Massachusetts,Suffolk County,1,4506,1829,0,0,0,0,10.7,120610,0,0,0,0,0,0,865,NULL,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,827,99
25025130300,Massachusetts,Suffolk County,1,4419,1756,0,0,0,0,1.2,157614,0,0,0,0,0,0,2207,NULL,222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,425,44
25025130402,Massachusetts,Suffolk County,1,4637,2102,0,0,0,0,5.6,129826,0,0,0,0,0,0,2179,0,249,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,821,293
25025130404,Massachusetts,Suffolk County,1,2901,1258,0,0,0,0,5,98086,0,0,0,0,0,1,1780,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,538,232
25025130406,Massachusetts,Suffolk County,1,5107,2112,0,0,1,1,18.1,49808,0,0,0,0,0,1,4775,46,1788,135,2.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2321,477
25025140102,Massachusetts,Suffolk County,1,4401,1548,0,0,0,0,8.8,97850,0,0,0,0,0,0,1402,NULL,179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1015,130
25025140105,Massachusetts,Suffolk County,1,3675,1274,0,0,0,1,6.8,83938,0,0,0,0,0,0,925,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,592,202
25025140106,Massachusetts,Suffolk County,1,1901,791,0,0,1,1,22.6,45893,0,0,0,0,0,1,1901,NULL,775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,955,275
25025140107,Massachusetts,Suffolk County,1,2531,977,0,0,0,0,11.4,89531,0,0,0,0,0,0,434,NULL,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,592,173
25025140201,Massachusetts,Suffolk County,1,2072,861,0,0,0,1,9.9,76797,0,0,0,0,0,0,887,NULL,249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,641,81
25025140202,Massachusetts,Suffolk County,1,5600,1952,0,0,0,0,11.4,96824,0,0,0,0,0,0,2079,NULL,353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1514,219
25025140300,Massachusetts,Suffolk County,1,6382,2353,0,0,0,1,24,43994,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3647,659
25025140400,Massachusetts,Suffolk County,1,7650,2743,0,0,0,1,15.7,63138,0,0,0,0,0,0,826,NULL,206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2620,550
25025160101,Massachusetts,Suffolk County,1,7551,2014,0,0,1,1,19.4,64831,0,0,0,0,0,1,1516,NULL,622,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3957,540
25025160200,Massachusetts,Suffolk County,1,4043,1181,0,0,0,1,19.7,47237,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2147,624
25025160300,Massachusetts,Suffolk County,1,2065,1197,0,0,0,0,15.2,87708,0,0,0,0,0,1,551,NULL,165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,792,419
25025160400,Massachusetts,Suffolk County,1,2716,943,0,0,0,1,14.9,54850,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1349,610
25025160501,Massachusetts,Suffolk County,1,5604,1867,0,0,0,1,23.1,49808,0,0,0,0,0,0,936,NULL,397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2557,665
25025160502,Massachusetts,Suffolk County,1,4460,1476,0,0,1,1,18,54537,0,0,0,0,0,1,3809,NULL,1763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2406,549
25025160601,Massachusetts,Suffolk County,1,4063,1470,0,0,1,1,16.5,60792,0,0,0,0,0,1,2681,NULL,989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1634,334
